KB672413	AALBS	CDS	5	6664	.	-	0	AALB000001-RA	AALB000001-PA	AALB000001	AALBS:000001
KB672457	AALBS	CDS	1068908	1069199	.	-	1	AALB006364-RA	AALB006364-PA	AALB006364	AALBS:006364
KB672457	AALBS	CDS	1068667	1068828	.	-	0	AALB006364-RA	AALB006364-PA	AALB006364	AALBS:006364
KB672457	AALBS	CDS	1108000	1108477	.	+	0	AALB006365-RA	AALB006365-PA	AALB006365	AALBS:006365
KB672457	AALBS	CDS	1112443	1113698	.	+	2	AALB006365-RA	AALB006365-PA	AALB006365	AALBS:006365
KB672457	AALBS	CDS	1115511	1115712	.	+	0	AALB006366-RA	AALB006366-PA	AALB006366	AALBS:006366
KB672457	AALBS	CDS	1115790	1116092	.	+	2	AALB006366-RA	AALB006366-PA	AALB006366	AALBS:006366
KB672457	AALBS	CDS	1117405	1117853	.	+	2	AALB006366-RA	AALB006366-PA	AALB006366	AALBS:006366
KB672457	AALBS	CDS	1130813	1131160	.	-	0	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1124727	1125892	.	-	0	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1123996	1124650	.	-	1	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1123557	1123912	.	-	0	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1123272	1123461	.	-	1	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1122549	1123169	.	-	0	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1121904	1122446	.	-	0	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1121392	1121781	.	-	0	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1121153	1121322	.	-	0	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1120664	1121053	.	-	1	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1120402	1120585	.	-	1	AALB006367-RA	AALB006367-PA	AALB006367	AALBS:006367
KB672457	AALBS	CDS	1135618	1136204	.	+	0	AALB006368-RA	AALB006368-PA	AALB006368	AALBS:006368
KB672457	AALBS	CDS	1136433	1136700	.	+	1	AALB006368-RA	AALB006368-PA	AALB006368	AALBS:006368
KB672457	AALBS	CDS	1154228	1154339	.	+	0	AALB006370-RA	AALB006370-PA	AALB006370	AALBS:006370
KB672457	AALBS	CDS	1154415	1154542	.	+	2	AALB006370-RA	AALB006370-PA	AALB006370	AALBS:006370
KB672457	AALBS	CDS	1154649	1154791	.	+	0	AALB006370-RA	AALB006370-PA	AALB006370	AALBS:006370
KB672457	AALBS	CDS	1155769	1156374	.	+	1	AALB006370-RA	AALB006370-PA	AALB006370	AALBS:006370
KB672457	AALBS	CDS	1156478	1156829	.	+	1	AALB006370-RA	AALB006370-PA	AALB006370	AALBS:006370
KB672457	AALBS	CDS	1179268	1179286	.	+	0	AALB006372-RA	AALB006372-PA	AALB006372	AALBS:006372
KB672457	AALBS	CDS	1179386	1179470	.	+	2	AALB006372-RA	AALB006372-PA	AALB006372	AALBS:006372
KB672457	AALBS	CDS	1179560	1179722	.	+	1	AALB006372-RA	AALB006372-PA	AALB006372	AALBS:006372
KB672457	AALBS	CDS	1188229	1188243	.	-	0	AALB006373-RA	AALB006373-PA	AALB006373	AALBS:006373
KB672457	AALBS	CDS	1185851	1187046	.	-	0	AALB006373-RA	AALB006373-PA	AALB006373	AALBS:006373
KB672457	AALBS	CDS	1185451	1185733	.	-	1	AALB006373-RA	AALB006373-PA	AALB006373	AALBS:006373
KB672457	AALBS	CDS	1185181	1185297	.	-	0	AALB006373-RA	AALB006373-PA	AALB006373	AALBS:006373
KB672457	AALBS	CDS	1196116	1196843	.	-	0	AALB006374-RA	AALB006374-PA	AALB006374	AALBS:006374
KB672457	AALBS	CDS	1195426	1196044	.	-	1	AALB006374-RA	AALB006374-PA	AALB006374	AALBS:006374
KB672457	AALBS	CDS	1195135	1195346	.	-	0	AALB006374-RA	AALB006374-PA	AALB006374	AALBS:006374
KB672457	AALBS	CDS	1194772	1195064	.	-	1	AALB006374-RA	AALB006374-PA	AALB006374	AALBS:006374
KB672457	AALBS	CDS	1194548	1194699	.	-	2	AALB006374-RA	AALB006374-PA	AALB006374	AALBS:006374
KB672457	AALBS	CDS	1212968	1214117	.	+	0	AALB006376-RA	AALB006376-PA	AALB006376	AALBS:006376
KB672457	AALBS	CDS	1214227	1215652	.	+	2	AALB006376-RA	AALB006376-PA	AALB006376	AALBS:006376
KB672457	AALBS	CDS	1215696	1217763	.	+	1	AALB006376-RA	AALB006376-PA	AALB006376	AALBS:006376
KB672457	AALBS	CDS	1219430	1219655	.	+	0	AALB006376-RA	AALB006376-PA	AALB006376	AALBS:006376
KB672457	AALBS	CDS	1219742	1220921	.	+	2	AALB006376-RA	AALB006376-PA	AALB006376	AALBS:006376
KB672457	AALBS	CDS	1220997	1221389	.	+	1	AALB006376-RA	AALB006376-PA	AALB006376	AALBS:006376
KB672457	AALBS	CDS	1221461	1221608	.	+	1	AALB006376-RA	AALB006376-PA	AALB006376	AALBS:006376
KB672457	AALBS	CDS	1226494	1226708	.	+	0	AALB006377-RA	AALB006377-PA	AALB006377	AALBS:006377
KB672457	AALBS	CDS	1226835	1229772	.	+	1	AALB006377-RA	AALB006377-PA	AALB006377	AALBS:006377
KB672457	AALBS	CDS	1247264	1247704	.	+	0	AALB006381-RA	AALB006381-PA	AALB006381	AALBS:006381
KB672457	AALBS	CDS	1247801	1247956	.	+	0	AALB006381-RA	AALB006381-PA	AALB006381	AALBS:006381
KB672457	AALBS	CDS	1253404	1253464	.	-	0	AALB006382-RA	AALB006382-PA	AALB006382	AALBS:006382
KB672457	AALBS	CDS	1253200	1253336	.	-	2	AALB006382-RA	AALB006382-PA	AALB006382	AALBS:006382
KB672457	AALBS	CDS	1252947	1253101	.	-	0	AALB006382-RA	AALB006382-PA	AALB006382	AALBS:006382
KB672457	AALBS	CDS	1251833	1252874	.	-	1	AALB006382-RA	AALB006382-PA	AALB006382	AALBS:006382
KB672457	AALBS	CDS	1251638	1251754	.	-	0	AALB006382-RA	AALB006382-PA	AALB006382	AALBS:006382
KB672457	AALBS	CDS	1273849	1273890	.	-	0	AALB006384-RA	AALB006384-PA	AALB006384	AALBS:006384
KB672457	AALBS	CDS	1272362	1272485	.	-	0	AALB006384-RA	AALB006384-PA	AALB006384	AALBS:006384
KB672457	AALBS	CDS	1272070	1272284	.	-	2	AALB006384-RA	AALB006384-PA	AALB006384	AALBS:006384
KB672457	AALBS	CDS	1284103	1285979	.	+	0	AALB006387-RA	AALB006387-PA	AALB006387	AALBS:006387
KB672457	AALBS	CDS	1288131	1289717	.	+	1	AALB006387-RA	AALB006387-PA	AALB006387	AALBS:006387
KB672457	AALBS	CDS	1289780	1290275	.	+	1	AALB006387-RA	AALB006387-PA	AALB006387	AALBS:006387
KB672457	AALBS	CDS	1342436	1342441	.	-	0	AALB006388-RA	AALB006388-PA	AALB006388	AALBS:006388
KB672457	AALBS	CDS	1342040	1342231	.	-	0	AALB006388-RA	AALB006388-PA	AALB006388	AALBS:006388
KB672457	AALBS	CDS	1340044	1340206	.	-	0	AALB006388-RA	AALB006388-PA	AALB006388	AALBS:006388
KB672457	AALBS	CDS	1339837	1339946	.	-	2	AALB006388-RA	AALB006388-PA	AALB006388	AALBS:006388
KB672457	AALBS	CDS	1338662	1338775	.	-	0	AALB006388-RA	AALB006388-PA	AALB006388	AALBS:006388
KB672457	AALBS	CDS	1338439	1338567	.	-	0	AALB006388-RA	AALB006388-PA	AALB006388	AALBS:006388
KB672457	AALBS	CDS	1454041	1454096	.	+	0	AALB006390-RA	AALB006390-PA	AALB006390	AALBS:006390
KB672457	AALBS	CDS	1455235	1455381	.	+	1	AALB006390-RA	AALB006390-PA	AALB006390	AALBS:006390
KB672457	AALBS	CDS	1458427	1459093	.	+	1	AALB006390-RA	AALB006390-PA	AALB006390	AALBS:006390
KB672457	AALBS	CDS	1459508	1460068	.	+	0	AALB006390-RA	AALB006390-PA	AALB006390	AALBS:006390
KB672457	AALBS	CDS	1465797	1466111	.	+	0	AALB006391-RA	AALB006391-PA	AALB006391	AALBS:006391
KB672457	AALBS	CDS	1467783	1467888	.	+	0	AALB006391-RA	AALB006391-PA	AALB006391	AALBS:006391
KB672457	AALBS	CDS	1467970	1468175	.	+	2	AALB006391-RA	AALB006391-PA	AALB006391	AALBS:006391
KB672457	AALBS	CDS	1468261	1468569	.	+	0	AALB006391-RA	AALB006391-PA	AALB006391	AALBS:006391
KB672457	AALBS	CDS	1469258	1469353	.	+	0	AALB006391-RA	AALB006391-PA	AALB006391	AALBS:006391
KB672457	AALBS	CDS	1479241	1479694	.	-	0	AALB006392-RA	AALB006392-PA	AALB006392	AALBS:006392
KB672457	AALBS	CDS	1478926	1479154	.	-	2	AALB006392-RA	AALB006392-PA	AALB006392	AALBS:006392
KB672457	AALBS	CDS	1478244	1478328	.	-	1	AALB006392-RA	AALB006392-PA	AALB006392	AALBS:006392
KB672457	AALBS	CDS	1478114	1478166	.	-	0	AALB006392-RA	AALB006392-PA	AALB006392	AALBS:006392
KB672457	AALBS	CDS	1476377	1476461	.	-	1	AALB006392-RA	AALB006392-PA	AALB006392	AALBS:006392
KB672457	AALBS	CDS	1474186	1474620	.	-	0	AALB006392-RA	AALB006392-PA	AALB006392	AALBS:006392
KB672457	AALBS	CDS	1472869	1474107	.	-	0	AALB006392-RA	AALB006392-PA	AALB006392	AALBS:006392
KB672457	AALBS	CDS	1472691	1472756	.	-	0	AALB006392-RA	AALB006392-PA	AALB006392	AALBS:006392
KB672457	AALBS	CDS	1484271	1485451	.	+	0	AALB006393-RA	AALB006393-PA	AALB006393	AALBS:006393
KB672457	AALBS	CDS	1485536	1486214	.	+	1	AALB006393-RA	AALB006393-PA	AALB006393	AALBS:006393
KB672457	AALBS	CDS	1878847	1879087	.	+	0	AALB006401-RA	AALB006401-PA	AALB006401	AALBS:006401
KB672457	AALBS	CDS	1879314	1879396	.	+	2	AALB006401-RA	AALB006401-PA	AALB006401	AALBS:006401
KB672457	AALBS	CDS	1879695	1880204	.	+	0	AALB006401-RA	AALB006401-PA	AALB006401	AALBS:006401
KB672457	AALBS	CDS	1899023	1899264	.	+	0	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1899792	1899936	.	+	1	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1900067	1900162	.	+	0	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1900275	1900417	.	+	0	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1900489	1900690	.	+	1	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1900766	1900939	.	+	0	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1901015	1901249	.	+	0	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1901513	1901811	.	+	2	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1901880	1902440	.	+	0	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1902533	1902697	.	+	0	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1903141	1903363	.	+	0	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1903430	1903598	.	+	2	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1903687	1904062	.	+	1	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1904146	1904721	.	+	0	AALB006404-RA	AALB006404-PA	AALB006404	AALBS:006404
KB672457	AALBS	CDS	1907540	1907636	.	+	0	AALB006405-RA	AALB006405-PA	AALB006405	AALBS:006405
KB672457	AALBS	CDS	1908844	1909029	.	+	2	AALB006405-RA	AALB006405-PA	AALB006405	AALBS:006405
KB672457	AALBS	CDS	1909124	1909389	.	+	2	AALB006405-RA	AALB006405-PA	AALB006405	AALBS:006405
KB672457	AALBS	CDS	1919360	1919443	.	-	0	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1919072	1919194	.	-	0	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1918869	1919013	.	-	0	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1918518	1918803	.	-	2	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1918420	1918423	.	-	1	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1915742	1915864	.	-	0	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1915580	1915673	.	-	0	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1915226	1915514	.	-	2	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1913082	1913253	.	-	1	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1912246	1912458	.	-	0	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1911938	1912154	.	-	0	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1911560	1911863	.	-	2	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	1911297	1911492	.	-	1	AALB006406-RA	AALB006406-PA	AALB006406	AALBS:006406
KB672457	AALBS	CDS	2024856	2024867	.	-	0	AALB006409-RA	AALB006409-PA	AALB006409	AALBS:006409
KB672457	AALBS	CDS	2022152	2022407	.	-	0	AALB006409-RA	AALB006409-PA	AALB006409	AALBS:006409
KB672457	AALBS	CDS	2021678	2022081	.	-	2	AALB006409-RA	AALB006409-PA	AALB006409	AALBS:006409
KB672457	AALBS	CDS	2038996	2040573	.	-	0	AALB006410-RA	AALB006410-PA	AALB006410	AALBS:006410
KB672457	AALBS	CDS	2055361	2055649	.	-	0	AALB006411-RA	AALB006411-PA	AALB006411	AALBS:006411
KB672457	AALBS	CDS	2052310	2054063	.	-	2	AALB006411-RA	AALB006411-PA	AALB006411	AALBS:006411
KB672457	AALBS	CDS	2051950	2052231	.	-	0	AALB006411-RA	AALB006411-PA	AALB006411	AALBS:006411
KB672457	AALBS	CDS	2060486	2060522	.	-	0	AALB006412-RA	AALB006412-PA	AALB006412	AALBS:006412
KB672457	AALBS	CDS	2060380	2060404	.	-	2	AALB006412-RA	AALB006412-PA	AALB006412	AALBS:006412
KB672457	AALBS	CDS	2060093	2060156	.	-	1	AALB006412-RA	AALB006412-PA	AALB006412	AALBS:006412
KB672457	AALBS	CDS	2059838	2059956	.	-	0	AALB006412-RA	AALB006412-PA	AALB006412	AALBS:006412
KB672457	AALBS	CDS	2058427	2058705	.	-	1	AALB006412-RA	AALB006412-PA	AALB006412	AALBS:006412
KB672457	AALBS	CDS	2058270	2058345	.	-	1	AALB006412-RA	AALB006412-PA	AALB006412	AALBS:006412
KB672457	AALBS	CDS	2057684	2058196	.	-	0	AALB006412-RA	AALB006412-PA	AALB006412	AALBS:006412
KB672457	AALBS	CDS	2057531	2057602	.	-	0	AALB006412-RA	AALB006412-PA	AALB006412	AALBS:006412
KB672457	AALBS	CDS	2060996	2061199	.	+	0	AALB006413-RA	AALB006413-PA	AALB006413	AALBS:006413
KB672457	AALBS	CDS	2061270	2061485	.	+	0	AALB006413-RA	AALB006413-PA	AALB006413	AALBS:006413
KB672457	AALBS	CDS	2061554	2061766	.	+	0	AALB006413-RA	AALB006413-PA	AALB006413	AALBS:006413
KB672457	AALBS	CDS	2061840	2061982	.	+	0	AALB006413-RA	AALB006413-PA	AALB006413	AALBS:006413
KB672457	AALBS	CDS	2062054	2062474	.	+	1	AALB006413-RA	AALB006413-PA	AALB006413	AALBS:006413
KB672457	AALBS	CDS	2062547	2062594	.	+	0	AALB006413-RA	AALB006413-PA	AALB006413	AALBS:006413
KB672457	AALBS	CDS	2064636	2064808	.	-	0	AALB006414-RA	AALB006414-PA	AALB006414	AALBS:006414
KB672457	AALBS	CDS	2064346	2064552	.	-	1	AALB006414-RA	AALB006414-PA	AALB006414	AALBS:006414
KB672457	AALBS	CDS	2063885	2064288	.	-	1	AALB006414-RA	AALB006414-PA	AALB006414	AALBS:006414
KB672457	AALBS	CDS	2063680	2063813	.	-	2	AALB006414-RA	AALB006414-PA	AALB006414	AALBS:006414
KB672457	AALBS	CDS	2063389	2063604	.	-	0	AALB006414-RA	AALB006414-PA	AALB006414	AALBS:006414
KB672457	AALBS	CDS	2063086	2063316	.	-	0	AALB006414-RA	AALB006414-PA	AALB006414	AALBS:006414
KB672457	AALBS	CDS	2062871	2063011	.	-	0	AALB006414-RA	AALB006414-PA	AALB006414	AALBS:006414
KB672457	AALBS	CDS	2073594	2073689	.	+	0	AALB006415-RA	AALB006415-PA	AALB006415	AALBS:006415
KB672457	AALBS	CDS	2073782	2073921	.	+	0	AALB006415-RA	AALB006415-PA	AALB006415	AALBS:006415
KB672457	AALBS	CDS	2074259	2074499	.	+	1	AALB006415-RA	AALB006415-PA	AALB006415	AALBS:006415
KB672457	AALBS	CDS	2074596	2074753	.	+	0	AALB006415-RA	AALB006415-PA	AALB006415	AALBS:006415
KB672457	AALBS	CDS	2074846	2074981	.	+	1	AALB006415-RA	AALB006415-PA	AALB006415	AALBS:006415
KB672457	AALBS	CDS	2075059	2075139	.	+	0	AALB006415-RA	AALB006415-PA	AALB006415	AALBS:006415
KB672457	AALBS	CDS	2075550	2075621	.	+	0	AALB006415-RA	AALB006415-PA	AALB006415	AALBS:006415
KB672457	AALBS	CDS	2075718	2076041	.	+	0	AALB006415-RA	AALB006415-PA	AALB006415	AALBS:006415
KB672457	AALBS	CDS	2076485	2076648	.	+	0	AALB006415-RA	AALB006415-PA	AALB006415	AALBS:006415
KB672457	AALBS	CDS	2076820	2076886	.	+	1	AALB006415-RA	AALB006415-PA	AALB006415	AALBS:006415
KB672457	AALBS	CDS	2078325	2078552	.	-	0	AALB006416-RA	AALB006416-PA	AALB006416	AALBS:006416
KB672457	AALBS	CDS	2077649	2078239	.	-	0	AALB006416-RA	AALB006416-PA	AALB006416	AALBS:006416
KB672457	AALBS	CDS	2080498	2081783	.	+	0	AALB006417-RA	AALB006417-PA	AALB006417	AALBS:006417
KB672457	AALBS	CDS	2081881	2082214	.	+	1	AALB006417-RA	AALB006417-PA	AALB006417	AALBS:006417
KB672457	AALBS	CDS	2082286	2082432	.	+	0	AALB006417-RA	AALB006417-PA	AALB006417	AALBS:006417
KB672457	AALBS	CDS	2110156	2110279	.	-	0	AALB006419-RA	AALB006419-PA	AALB006419	AALBS:006419
KB672457	AALBS	CDS	2105934	2106170	.	-	2	AALB006419-RA	AALB006419-PA	AALB006419	AALBS:006419
KB672457	AALBS	CDS	2101556	2101768	.	-	2	AALB006419-RA	AALB006419-PA	AALB006419	AALBS:006419
KB672457	AALBS	CDS	2100844	2101485	.	-	2	AALB006419-RA	AALB006419-PA	AALB006419	AALBS:006419
KB672457	AALBS	CDS	2100588	2100767	.	-	2	AALB006419-RA	AALB006419-PA	AALB006419	AALBS:006419
KB672457	AALBS	CDS	2098834	2100526	.	-	2	AALB006419-RA	AALB006419-PA	AALB006419	AALBS:006419
KB672457	AALBS	CDS	2094814	2095080	.	-	1	AALB006419-RA	AALB006419-PA	AALB006419	AALBS:006419
KB672457	AALBS	CDS	2094512	2094737	.	-	1	AALB006419-RA	AALB006419-PA	AALB006419	AALBS:006419
KB672457	AALBS	CDS	2136251	2136415	.	-	0	AALB006421-RA	AALB006421-PA	AALB006421	AALBS:006421
KB672457	AALBS	CDS	2135568	2136158	.	-	0	AALB006421-RA	AALB006421-PA	AALB006421	AALBS:006421
KB672457	AALBS	CDS	2156465	2156540	.	+	0	AALB006423-RA	AALB006423-PA	AALB006423	AALBS:006423
KB672457	AALBS	CDS	2156850	2157027	.	+	2	AALB006423-RA	AALB006423-PA	AALB006423	AALBS:006423
KB672457	AALBS	CDS	2157104	2160293	.	+	1	AALB006423-RA	AALB006423-PA	AALB006423	AALBS:006423
KB672457	AALBS	CDS	2160377	2160501	.	+	0	AALB006423-RA	AALB006423-PA	AALB006423	AALBS:006423
KB672457	AALBS	CDS	2160591	2161914	.	+	1	AALB006423-RA	AALB006423-PA	AALB006423	AALBS:006423
KB672457	AALBS	CDS	2161992	2162094	.	+	0	AALB006423-RA	AALB006423-PA	AALB006423	AALBS:006423
KB672457	AALBS	CDS	2162171	2162315	.	+	2	AALB006423-RA	AALB006423-PA	AALB006423	AALBS:006423
KB672457	AALBS	CDS	2163518	2163533	.	+	1	AALB006423-RA	AALB006423-PA	AALB006423	AALBS:006423
KB672457	AALBS	CDS	2176430	2176863	.	-	0	AALB006425-RA	AALB006425-PA	AALB006425	AALBS:006425
KB672457	AALBS	CDS	2174460	2174940	.	-	1	AALB006425-RA	AALB006425-PA	AALB006425	AALBS:006425
KB672457	AALBS	CDS	2174279	2174398	.	-	0	AALB006425-RA	AALB006425-PA	AALB006425	AALBS:006425
KB672457	AALBS	CDS	2179213	2179254	.	-	0	AALB006426-RA	AALB006426-PA	AALB006426	AALBS:006426
KB672457	AALBS	CDS	2178762	2179139	.	-	0	AALB006426-RA	AALB006426-PA	AALB006426	AALBS:006426
KB672457	AALBS	CDS	2180994	2181164	.	+	0	AALB006427-RA	AALB006427-PA	AALB006427	AALBS:006427
KB672457	AALBS	CDS	2181247	2181320	.	+	0	AALB006427-RA	AALB006427-PA	AALB006427	AALBS:006427
KB672457	AALBS	CDS	2181390	2181472	.	+	1	AALB006427-RA	AALB006427-PA	AALB006427	AALBS:006427
KB672457	AALBS	CDS	2181571	2182916	.	+	2	AALB006427-RA	AALB006427-PA	AALB006427	AALBS:006427
KB672457	AALBS	CDS	2182995	2183372	.	+	0	AALB006427-RA	AALB006427-PA	AALB006427	AALBS:006427
KB672457	AALBS	CDS	2184094	2184339	.	+	0	AALB006428-RA	AALB006428-PA	AALB006428	AALBS:006428
KB672457	AALBS	CDS	2184419	2184532	.	+	0	AALB006428-RA	AALB006428-PA	AALB006428	AALBS:006428
KB672457	AALBS	CDS	2197323	2198413	.	+	0	AALB006430-RA	AALB006430-PA	AALB006430	AALBS:006430
KB672457	AALBS	CDS	2198494	2198572	.	+	1	AALB006430-RA	AALB006430-PA	AALB006430	AALBS:006430
KB672457	AALBS	CDS	2198650	2199327	.	+	0	AALB006430-RA	AALB006430-PA	AALB006430	AALBS:006430
KB672457	AALBS	CDS	2200728	2201017	.	+	0	AALB006430-RA	AALB006430-PA	AALB006430	AALBS:006430
KB672457	AALBS	CDS	2201088	2201727	.	+	1	AALB006430-RA	AALB006430-PA	AALB006430	AALBS:006430
KB672457	AALBS	CDS	2210724	2211749	.	+	0	AALB006433-RA	AALB006433-PA	AALB006433	AALBS:006433
KB672457	AALBS	CDS	2212898	2212990	.	+	0	AALB006434-RA	AALB006434-PA	AALB006434	AALBS:006434
KB672457	AALBS	CDS	2213062	2213207	.	+	0	AALB006434-RA	AALB006434-PA	AALB006434	AALBS:006434
KB672457	AALBS	CDS	2213279	2213357	.	+	1	AALB006434-RA	AALB006434-PA	AALB006434	AALBS:006434
KB672457	AALBS	CDS	2213491	2213613	.	+	0	AALB006434-RA	AALB006434-PA	AALB006434	AALBS:006434
KB672457	AALBS	CDS	2213692	2213855	.	+	0	AALB006434-RA	AALB006434-PA	AALB006434	AALBS:006434
KB672457	AALBS	CDS	2213921	2214014	.	+	1	AALB006434-RA	AALB006434-PA	AALB006434	AALBS:006434
KB672457	AALBS	CDS	2215077	2215467	.	-	0	AALB006435-RA	AALB006435-PA	AALB006435	AALBS:006435
KB672457	AALBS	CDS	2214888	2215012	.	-	2	AALB006435-RA	AALB006435-PA	AALB006435	AALBS:006435
KB672457	AALBS	CDS	2225981	2226007	.	+	0	AALB006436-RA	AALB006436-PA	AALB006436	AALBS:006436
KB672457	AALBS	CDS	2226095	2226214	.	+	0	AALB006436-RA	AALB006436-PA	AALB006436	AALBS:006436
KB672457	AALBS	CDS	2226293	2226698	.	+	0	AALB006436-RA	AALB006436-PA	AALB006436	AALBS:006436
KB672457	AALBS	CDS	2226777	2227032	.	+	2	AALB006436-RA	AALB006436-PA	AALB006436	AALBS:006436
KB672457	AALBS	CDS	2227110	2227411	.	+	1	AALB006436-RA	AALB006436-PA	AALB006436	AALBS:006436
KB672457	AALBS	CDS	2227481	2227612	.	+	2	AALB006436-RA	AALB006436-PA	AALB006436	AALBS:006436
KB672457	AALBS	CDS	2227679	2227875	.	+	2	AALB006436-RA	AALB006436-PA	AALB006436	AALBS:006436
KB672457	AALBS	CDS	2227945	2228070	.	+	0	AALB006436-RA	AALB006436-PA	AALB006436	AALBS:006436
KB672457	AALBS	CDS	2228754	2228857	.	+	0	AALB006437-RA	AALB006437-PA	AALB006437	AALBS:006437
KB672457	AALBS	CDS	2228928	2229405	.	+	1	AALB006437-RA	AALB006437-PA	AALB006437	AALBS:006437
KB672457	AALBS	CDS	2233458	2233544	.	+	0	AALB006439-RA	AALB006439-PA	AALB006439	AALBS:006439
KB672457	AALBS	CDS	2234225	2234959	.	+	0	AALB006439-RA	AALB006439-PA	AALB006439	AALBS:006439
KB672457	AALBS	CDS	2235035	2235430	.	+	0	AALB006439-RA	AALB006439-PA	AALB006439	AALBS:006439
KB672457	AALBS	CDS	2235500	2235736	.	+	0	AALB006439-RA	AALB006439-PA	AALB006439	AALBS:006439
KB672457	AALBS	CDS	2236168	2236974	.	-	0	AALB006440-RA	AALB006440-PA	AALB006440	AALBS:006440
KB672457	AALBS	CDS	2250283	2250854	.	-	0	AALB006442-RA	AALB006442-PA	AALB006442	AALBS:006442
KB672457	AALBS	CDS	2247735	2248032	.	-	1	AALB006442-RA	AALB006442-PA	AALB006442	AALBS:006442
KB672457	AALBS	CDS	2246778	2247659	.	-	0	AALB006442-RA	AALB006442-PA	AALB006442	AALBS:006442
KB672457	AALBS	CDS	2260159	2263244	.	-	0	AALB006444-RA	AALB006444-PA	AALB006444	AALBS:006444
KB672457	AALBS	CDS	2259538	2260117	.	-	1	AALB006444-RA	AALB006444-PA	AALB006444	AALBS:006444
KB672457	AALBS	CDS	2293109	2293225	.	-	0	AALB006447-RA	AALB006447-PA	AALB006447	AALBS:006447
KB672457	AALBS	CDS	2292153	2292327	.	-	0	AALB006447-RA	AALB006447-PA	AALB006447	AALBS:006447
KB672457	AALBS	CDS	2290863	2292073	.	-	2	AALB006447-RA	AALB006447-PA	AALB006447	AALBS:006447
KB672457	AALBS	CDS	2306031	2306354	.	-	0	AALB006448-RA	AALB006448-PA	AALB006448	AALBS:006448
KB672457	AALBS	CDS	2305702	2305947	.	-	0	AALB006448-RA	AALB006448-PA	AALB006448	AALBS:006448
KB672457	AALBS	CDS	2300585	2305226	.	-	0	AALB006448-RA	AALB006448-PA	AALB006448	AALBS:006448
KB672457	AALBS	CDS	2300294	2300460	.	-	2	AALB006448-RA	AALB006448-PA	AALB006448	AALBS:006448
KB672457	AALBS	CDS	2298630	2299377	.	-	0	AALB006448-RA	AALB006448-PA	AALB006448	AALBS:006448
